tag_id,name,controller_advice,tag_weight
ac9e0055-deda-42cc-83d9-be1bfb8315ed,#SystemMalfunctionAlarm,"Validate the alarm. Contact the user if possible. Coordinate with the service provider to address the issue.",
b5c5eb25-6536-4eee-a972-8b3cb591b20b,#TaxiInterference,"Interference or disruption of an e-hailing service by the Taxi Association.: Advise the alerter to prioritize their safety, remain inside the vehicle, and avoid confrontation.",
69a910ba-bf3b-4f19-b812-1b98cb619d61,#TaxiViolence,"Violent or aggressive behavior by the Taxi Association towards the driver of the e-hailing service.: Advise the caller to prioritize their safety, remain inside the vehicle, and avoid confrontation.",
64f87116-c98c-471f-ac70-9d6766e2f757,#TechnicalIssue,"RO experienced a technical issue, ie. dashboard or app tech issue.: Help our partner if possible, else notify management on the Whatsapp group.",
ca1745da-d91b-40ec-90d0-6b0d010eb6ac,#Theft,This is a general tag for incidents where the property of a victim is taken without their permission with the intent to permanently deprive them of it.,
e3b3f8a8-8bbb-4aab-95da-e0e725c1a145,#TheftOutOfMotorVehicle,"Theft from a motor vehicle:Gather information, advise reporting to police, secure evidence",
6584545c-1fa3-44e2-aa22-d08dbce7e71d,#ThirdPartyRequest,Use this tag when the person triggering the panic is requesting assistance for someone else or is at a different location from where they are using the ePanic app.,
4528eb3c-e238-4c7b-b265-75c1558d3b2f,#Trespassing,"Unauthorized entry onto someone else's property:Gather information, advise caller to secure themselves, inform authorities",
7fb8c5cb-a72e-46f6-ac38-55255a36cf27,#UnforcedEntryHouseRobbery,"Unauthorized entry (without force) into a residential property with intent to commit a crime.:Advise person not to touch anything to preserve evidence. Call law enforcement.",
f677fff8-65d6-40e7-9246-6c0438d5f980,#Unresponsive,When a user is unresponsive: Depending on the situation Ambulance should be dispatch ASAP.,
310d94e4-13ae-4123-b246-faa466e1a78c,#UserCancellation,Panic was canceled by the user.: Remember to first confirm the user's security code or last four digits of his/her cellphone number before cancelling armed response.,
3d561f72-f193-4999-a316-46adc1e2e6b9,#UserNotFound,Use Tag for when the user cannot be found on scene by the RO,
606a7d29-51ca-40ee-b29b-1476e123f696,#UserTesting,The user tested the panic button. Resolve the panic once the user has confirmed his security code or last four digits.,
98349d2f-7034-4884-901c-62020dfccbfc,#Vandalism,"Action involving deliberate destruction of or damage to public or private property:Prioritize safety and respond swiftly. Contact authorities, use security tools for evidence, and cooperate with investigators for a quick resolution.",
3e85accc-dc19-4dab-a680-684cf33b6015,#VehicleAccident,"1. Check yourself for injuries. If you're injured, call medical services. 2. Check on the well-being of your passengers 3. Get to safety 4. Wait for help 5. Exchange information 6. Get necessary paperwork/documentation/ref#",
860366c0-b219-42e2-8728-e311bd4aba00,#VehicleCollision,"1. Stop your car and stay on the scene. Switch on your hazards to warn other drivers. 2. Help anyone who has been hurt. 3. Get the details. 4. Report the accident.",
9d402fdf-5159-445d-ae68-6ebc53c0935c,#VehicleGoingOffRoute,"The e-hailing vehicle deviates from the intended route or designated area.: Advise the alerter to prioritize their safety, remain calm, and avoid confrontation.",
95000d71-1d06-4b54-8408-78cb85570035,#VehicleTheft,"Unlawful taking of another person's vehicle:Confirm the vehicle has been stolen, gather vehicle information. Contact law enforcement.",
f17793a7-92a9-48a3-9ec3-63d2e94c03f4,#VerbalThreat,"Threat delivered through spoken words, either in person or over the phone:Advise the person to take threats seriously, document all instances, and contact law enforcement.",
fa914fef-9a51-4c5c-8851-e9d88c30aa4c,#Voicemail,"Alerter call is directed to a voicemail/ mailbox.: Call again, or try to call the other participants (ride) or emergency contacts.",
330b604b-02a0-4695-a86b-c6fddeeccc5d,#WhatsApp,Client heard of CASI through WhatsApp marketing message.,
81768bc4-5528-485a-b381-1472290bde6c,#WordOfMouth,Client heard of CASI through word of mouth,
f840faf7-8b1d-497f-96d1-f36595d29133,#WrittenThreat,"Threat delivered through written words, either physically or digitally:Advise the person to take threats seriously, preserve the evidence, and contact law enforcement.",
3a2b49fe-e0a4-4bb2-8a27-32e594b2002a,#WrongDriver,The driver who arrived is not the one shown in the app: Advise the user not to take the ride. Notify Bolt support at southafrica@bolt.eu.,
965895da-a13b-4151-b273-ae01016792d5,#WrongVehicle,The vehicle that arrived is not the one shown in the app: Advise the user not to take the ride. Notify Bolt support at southafrica@bolt.eu.,
546f3b6c-384b-4023-a879-59330abfd968,#ZoneViolation,"Obtain the specific details of the zone violation, including the location and any suspicious activity observed. Instruct the caller to prioritize their own safety and avoid confronting the individual(s) directly. Notify the appropriate authorities or security personnel to respond and address the situation.",
